LocalTime,Symbol,EventType,Side,FillSize,FillPrice,FillExchange,SymbolBought,SymbolSold,SymbolPosition,SymbolNotional,ExchangeBought,ExchangeSold,TotalBought,TotalSold,TotalBoughtNotional,TotalSoldNotional
11:06:18.000,S,TRADE,b,7112,2.17,NYSE,85344,28448,56896,15433.039999999999,607875,131773,1435545,1264127,7653512.21,6880489.49
11:07:01.000,S,TRADE,b,7112,2.17,NYSE,92456,28448,64008,15433.039999999999,614987,131773,1442657,1264127,7668945.25,6880489.49
11:07:02.000,S,TRADE,b,7112,2.17,NYSE,99568,28448,71120,15433.039999999999,622099,131773,1449769,1264127,7684378.29,6880489.49
11:07:09.000,S,TRADE,b,7112,2.17,NASDAQ,106680,28448,78232,15433.039999999999,834782,1132354,1456881,1264127,7699811.33,6880489.49
11:08:02.000,S,TRADE,s,7112,2.18,NASDAQ,106680,35560,71120,15504.160000000002,834782,1139466,1456881,1271239,7699811.33,6895993.65
11:08:30.000,S,TRADE,s,7112,2.18,NASDAQ,106680,42672,64008,15504.160000000002,834782,1146578,1456881,1278351,7699811.33,6911497.8100000005
11:09:06.000,S,TRADE,b,14224,2.17,NASDAQ,120904,42672,78232,30866.079999999998,849006,1146578,1471105,1278351,7730677.41,6911497.8100000005
11:09:33.000,S,TRADE,b,7112,2.17,NASDAQ,128016,42672,85344,15433.039999999999,856118,1146578,1478217,1278351,7746110.45,6911497.8100000005
11:09:34.000,S,TRADE,b,7112,2.17,NASDAQ,135128,42672,92456,15433.039999999999,863230,1146578,1485329,1278351,7761543.49,6911497.8100000005
11:10:21.000,S,TRADE,b,35561,2.17,NASDAQ,170689,42672,128017,77167.37,898791,1146578,1520890,1278351,7838710.86,6911497.8100000005
11:10:39.000,S,TRADE,b,7112,2.17,NASDAQ,177801,42672,135129,15433.039999999999,905903,1146578,1528002,1278351,7854143.9,6911497.8100000005
11:10:56.000,S,TRADE,b,7112,2.17,NASDAQ,184913,42672,142241,15433.039999999999,913015,1146578,1535114,1278351,7869576.94,6911497.8100000005
11:11:11.000,RUFR,NIMN,b,-1111,0.00,NASDAQ,-1111,0,-1111,-0.0,911904,1146578,1534003,1278351,7869576.94,6911497.8100000005
11:11:42.000,S,TRADE,b,7112,2.17,NASDAQ,192025,42672,149353,15433.039999999999,919016,1146578,1541115,1278351,7885009.98,6911497.8100000005
11:12:34.000,S,TRADE,b,7112,2.17,NASDAQ,199137,42672,156465,15433.039999999999,926128,1146578,1548227,1278351,7900443.0200000005,6911497.8100000005
11:13:29.000,S,TRADE,b,7112,2.17,NASDAQ,206249,42672,163577,15433.039999999999,933240,1146578,1555339,1278351,7915876.0600000005,6911497.8100000005
11:14:22.000,S,TRADE,b,49786,2.17,NASDAQ,256035,42672,213363,108035.62,983026,1146578,1605125,1278351,8023911.680000001,6911497.8100000005
11:14:28.000,S,TRADE,s,7112,2.18,NASDAQ,256035,49784,206251,15504.160000000002,983026,1153690,1605125,1285463,8023911.680000001,6927001.970000001
11:14:58.000,S,TRADE,s,7112,2.18,NASDAQ,256035,56896,199139,15504.160000000002,983026,1160802,1605125,1292575,8023911.680000001,6942506.130000001
11:15:18.000,S,TRADE,s,7112,2.18,NASDAQ,256035,64008,192027,15504.160000000002,983026,1167914,1605125,1299687,8023911.680000001,6958010.290000001
11:15:30.000,S,TRADE,s,14224,2.18,NASDAQ,256035,78232,177803,31008.320000000003,983026,1182138,1605125,1313911,8023911.680000001,6989018.610000001
11:15:48.000,S,TRADE,s,7112,2.18,NASDAQ,256035,85344,170691,15504.160000000002,983026,1189250,1605125,1321023,8023911.680000001,7004522.770000001
11:16:17.000,S,TRADE,s,7112,2.18,NASDAQ,256035,92456,163579,15504.160000000002,983026,1196362,1605125,1328135,8023911.680000001,7020026.930000002
11:16:55.000,S,TRADE,s,7112,2.18,NASDAQ,256035,99568,156467,15504.160000000002,983026,1203474,1605125,1335247,8023911.680000001,7035531.090000002
11:17:00.000,S,TRADE,s,7112,2.18,NASDAQ,256035,106680,149355,15504.160000000002,983026,1210586,1605125,1342359,8023911.680000001,7051035.250000002
11:17:33.000,S,TRADE,b,7112,2.17,NASDAQ,263147,106680,156467,15433.039999999999,990138,1210586,1612237,1342359,8039344.720000001,7051035.250000002
11:17:42.000,S,TRADE,s,7112,2.18,NASDAQ,263147,113792,149355,15504.160000000002,990138,1217698,1612237,1349471,8039344.720000001,7066539.410000002
11:18:24.000,S,TRADE,s,14224,2.18,NASDAQ,263147,128016,135131,31008.320000000003,990138,1231922,1612237,1363695,8039344.720000001,7097547.730000002
11:19:24.000,S,TRADE,s,35561,2.18,NASDAQ,263147,163577,99570,77522.98000000001,990138,1267483,1612237,1399256,8039344.720000001,7175070.710000003
11:20:16.000,S,TRADE,s,49786,2.18,NASDAQ,263147,213363,49784,108533.48000000001,990138,1317269,1612237,1449042,8039344.720000001,7283604.190000003
11:21:08.000,S,TRADE,s,7112,2.18,NASDAQ,263147,220475,42672,15504.160000000002,990138,1324381,1612237,1456154,8039344.720000001,7299108.350000003
11:21:32.000,S,TRADE,s,7112,2.18,NASDAQ,263147,227587,35560,15504.160000000002,990138,1331493,1612237,1463266,8039344.720000001,7314612.5100000035
11:22:10.000,S,TRADE,s,7112,2.18,NASDAQ,263147,234699,28448,15504.160000000002,990138,1338605,1612237,1470378,8039344.720000001,7330116.670000004
11:22:38.000,S,TRADE,s,7112,2.18,NASDAQ,263147,241811,21336,15504.160000000002,990138,1345717,1612237,1477490,8039344.720000001,7345620.830000004
11:23:33.000,S,TRADE,s,7112,2.18,NASDAQ,263147,248923,14224,15504.160000000002,990138,1352829,1612237,1484602,8039344.720000001,7361124.990000004
11:24:15.000,S,TRADE,s,7112,2.18,NASDAQ,263147,256035,7112,15504.160000000002,990138,1359941,1612237,1491714,8039344.720000001,7376629.150000004
11:24:36.000,S,TRADE,s,7112,2.18,NASDAQ,263147,263147,0,15504.160000000002,990138,1367053,1612237,1498826,8039344.720000001,7392133.310000004
11:24:59.000,BO,TRADE,b,7112,12.51,NASDAQ,7112,0,7112,88971.12,997250,1367053,1619349,1498826,8128315.840000001,7392133.310000004
11:25:15.000,BO,TRADE,t,7112,12.51,NASDAQ,7112,7112,0,88971.12,997250,1374165,1619349,1505938,8128315.840000001,7481104.430000004
11:25:52.000,BO,TRADE,b,7112,12.51,NASDAQ,14224,7112,7112,88971.12,1004362,1374165,1626461,1505938,8217286.960000001,7481104.430000004
11:26:19.000,BO,TRADE,t,7112,12.51,NASDAQ,14224,14224,0,88971.12,1004362,1381277,1626461,1513050,8217286.960000001,7570075.5500000045
11:27:09.000,BO,TRADE,b,7112,12.50,NASDAQ,21336,14224,7112,88900.0,1011474,1381277,1633573,1513050,8306186.960000001,7570075.5500000045
11:27:23.000,BO,TRADE,t,7112,12.51,NASDAQ,21336,21336,0,88971.12,1011474,1388389,1633573,1520162,8306186.960000001,7659046.670000005
11:28:02.000,BO,TRADE,b,7112,12.50,NASDAQ,28448,21336,7112,88900.0,1018586,1388389,1640685,1520162,8395086.96,7659046.670000005
11:28:35.000,BO,TRADE,t,7112,12.51,NASDAQ,28448,28448,0,88971.12,1018586,1395501,1640685,1527274,8395086.96,7748017.790000005
11:29:26.000,BO,TRADE,t,7112,12.50,NASDAQ,28448,35560,-7112,88900.0,1018586,1402613,1640685,1534386,8395086.96,7836917.790000005
11:30:06.000,BO,TRADE,t,7112,12.50,NYSE,28448,42672,-14224,88900.0,622099,138885,1640685,1541498,8395086.96,7925817.790000005
11:31:00.000,BO,TRADE,b,7112,12.50,NASDAQ,35560,42672,-7112,88900.0,1025698,1402613,1647797,1541498,8483986.96,7925817.790000005
11:31:11.000,BO,TRADE,b,7112,12.50,NASDAQ,42672,42672,0,88900.0,1032810,1402613,1654909,1541498,8572886.96,7925817.790000005
11:31:25.000,LMA,TRADE,b,7112,10.03,NYSE,714770,707658,7112,71333.36,629211,138885,1662021,1541498,8644220.32,7925817.790000005
11:31:53.000,LMA,TRADE,t,7112,10.03,NASDAQ,714770,714770,0,71333.36,1032810,1409725,1662021,1548610,8644220.32,7997151.150000005
11:32:44.000,LMA,TRADE,b,7112,6.34,NASDAQ,721882,714770,7112,45090.08,1039922,1409725,1669133,1548610,8689310.4,7997151.150000005
11:32:49.000,LMA,TRADE,t,7112,6.34,NASDAQ,721882,721882,0,45090.08,1039922,1416837,1669133,1555722,8689310.4,8042241.230000005
11:33:23.000,LMA,TRADE,b,14224,6.34,NASDAQ,736106,721882,14224,90180.16,1054146,1416837,1683357,1555722,8779490.56,8042241.230000005
11:33:53.000,LMA,TRADE,t,7112,6.34,NASDAQ,736106,728994,7112,45090.08,1054146,1423949,1683357,1562834,8779490.56,8087331.310000005
11:34:38.000,LMA,TRADE,t,7112,6.34,NASDAQ,736106,736106,0,45090.08,1054146,1431061,1683357,1569946,8779490.56,8132421.390000005
11:34:43.000,LMA,TRADE,b,7112,6.34,NASDAQ,743218,736106,7112,45090.08,1061258,1431061,1690469,1569946,8824580.64,8132421.390000005
11:34:55.000,LMA,TRADE,t,7112,6.34,NASDAQ,743218,743218,0,45090.08,1061258,1438173,1690469,1577058,8824580.64,8177511.470000005
11:35:28.000,LMA,TRADE,b,7112,2.66,NYSE,750330,743218,7112,18917.920000000002,636323,138885,1697581,1577058,8843498.56,8177511.470000005
11:35:30.000,LMA,TRADE,b,42673,2.66,NYSE,793003,743218,49785,113510.18000000001,678996,138885,1740254,1577058,8957008.74,8177511.470000005
11:35:57.000,LMA,TRADE,b,7112,2.65,NASDAQ,800115,743218,56897,18846.8,1068370,1438173,1747366,1577058,8975855.540000001,8177511.470000005
11:36:38.000,LMA,TRADE,b,7112,2.66,NASDAQ,807227,743218,64009,18917.920000000002,1075482,1438173,1754478,1577058,8994773.46,8177511.470000005
11:36:52.000,LMA,TRADE,b,7112,2.66,NASDAQ,814339,743218,71121,18917.920000000002,1082594,1438173,1761590,1577058,9013691.38,8177511.470000005
11:37:07.000,LMA,TRADE,b,7112,2.66,NASDAQ,821451,743218,78233,18917.920000000002,1089706,1438173,1768702,1577058,9032609.3,8177511.470000005
11:37:37.000,LMA,TRADE,b,7112,2.66,NASDAQ,828563,743218,85345,18917.920000000002,1096818,1438173,1775814,1577058,9051527.22,8177511.470000005
11:37:38.000,LMA,TRADE,b,7112,2.66,NASDAQ,835675,743218,92457,18917.920000000002,1103930,1438173,1782926,1577058,9070445.14,8177511.470000005
11:37:46.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,750330,85345,18917.920000000002,1103930,1445285,1782926,1584170,9070445.14,8196429.390000005
11:37:53.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,757442,78233,18917.920000000002,1103930,1452397,1782926,1591282,9070445.14,8215347.310000005
11:38:30.000,LMA,TRADE,t,42673,2.66,NASDAQ,835675,800115,35560,113510.18000000001,1103930,1495070,1782926,1633955,9070445.14,8328857.490000005
11:38:48.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,807227,28448,18917.920000000002,1103930,1502182,1782926,1641067,9070445.14,8347775.410000005
11:39:46.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,814339,21336,18917.920000000002,1103930,1509294,1782926,1648179,9070445.14,8366693.330000005
11:40:24.000,LMA,TRADE,t,7112,2.66,NASDAQ,835675,821451,14224,18917.920000000002,1103930,1516406,1782926,1655291,9070445.14,8385611.250000005
11:40:26.000,LMA,TRADE,t,5760,2.66,NASDAQ,835675,827211,8464,15321.6,1103930,1522166,1782926,1661051,9070445.14,8400932.850000005
11:41:18.000,LMA,TRADE,t,1351,2.66,NASDAQ,835675,828562,7113,3593.6600000000003,1103930,1523517,1782926,1662402,9070445.14,8404526.510000005
11:41:30.000,LMA,TRADE,t,5760,2.66,NASDAQ,835675,834322,1353,15321.6,1103930,1529277,1782926,1668162,9070445.14,8419848.110000005
11:41:36.000,LMA,TRADE,t,1351,2.66,NASDAQ,835675,835673,2,3593.6600000000003,1103930,1530628,1782926,1669513,9070445.14,8423441.770000005
11:42:19.000,LMA,TRADE,t,7112,5.64,NYSE,835675,842785,-7110,40111.68,678996,145997,1782926,1676625,9070445.14,8463553.450000005
11:42:40.000,LMA,TRADE,t,7112,5.64,NASDAQ,835675,849897,-14222,40111.68,1103930,1537740,1782926,1683737,9070445.14,8503665.130000005
11:43:22.000,LMA,TRADE,t,7112,5.64,NYSE,835675,857009,-21334,40111.68,678996,153109,1782926,1690849,9070445.14,8543776.810000004
11:43:52.000,LMA,TRADE,b,7112,5.64,NASDAQ,842787,857009,-14222,40111.68,1111042,1537740,1790038,1690849,9110556.82,8543776.810000004
11:44:29.000,LMA,TRADE,b,7112,5.64,NASDAQ,849899,857009,-7110,40111.68,1118154,1537740,1797150,1690849,9150668.5,8543776.810000004
11:44:52.000,LMA,TRADE,b,7112,5.64,NASDAQ,857011,857009,2,40111.68,1125266,1537740,1804262,1690849,9190780.18,8543776.810000004
11:45:03.000,BO,TRADE,t,7112,12.47,NYSE,42672,49784,-7112,88686.64,678996,160221,1804262,1697961,9190780.18,8632463.450000005
11:45:22.000,BO,TRADE,t,7112,12.46,NYSE,42672,56896,-14224,88615.52,678996,167333,1804262,1705073,9190780.18,8721078.970000004
11:46:22.000,BO,TRADE,t,7112,12.46,NYSE,42672,64008,-21336,88615.52,678996,174445,1804262,1712185,9190780.18,8809694.490000004
11:46:28.000,BO,TRADE,t,14224,12.47,NASDAQ,42672,78232,-35560,177373.28,1125266,1551964,1804262,1726409,9190780.18,8987067.770000003
11:47:26.000,BO,TRADE,t,7112,12.47,NASDAQ,42672,85344,-42672,88686.64,1125266,1559076,1804262,1733521,9190780.18,9075754.410000004
11:47:45.000,BO,TRADE,t,14224,12.47,NYSE,42672,99568,-56896,177373.28,678996,188669,1804262,1747745,9190780.18,9253127.690000003
11:48:20.000,BO,TRADE,t,7112,12.47,NYSE,42672,106680,-64008,88686.64,678996,195781,1804262,1754857,9190780.18,9341814.330000004
11:48:51.000,BO,TRADE,t,14224,12.47,NASDAQ,42672,120904,-78232,177373.28,1125266,1573300,1804262,1769081,9190780.18,9519187.610000003
11:49:07.000,BO,TRADE,t,7112,12.47,NYSE,42672,128016,-85344,88686.64,678996,202893,1804262,1776193,9190780.18,9607874.250000004
11:49:10.000,BO,TRADE,t,14224,12.46,NASDAQ,42672,142240,-99568,177231.04,1125266,1587524,1804262,1790417,9190780.18,9785105.290000003
11:49:36.000,BO,TRADE,t,7112,12.46,NASDAQ,42672,149352,-106680,88615.52,1125266,1594636,1804262,1797529,9190780.18,9873720.810000002
11:49:43.000,BO,TRADE,t,14224,12.47,NASDAQ,42672,163576,-120904,177373.28,1125266,1608860,1804262,1811753,9190780.18,10051094.090000002
11:50:23.000,BO,TRADE,t,7112,12.47,NASDAQ,42672,170688,-128016,88686.64,1125266,1615972,1804262,1818865,9190780.18,10139780.730000002
11:50:49.000,BO,TRADE,b,7112,12.45,NASDAQ,49784,170688,-120904,88544.4,1132378,1615972,1811374,1818865,9279324.58,10139780.730000002
11:51:26.000,BO,TRADE,b,7112,12.45,NASDAQ,56896,170688,-113792,88544.4,1139490,1615972,1818486,1818865,9367868.98,10139780.730000002
11:52:09.000,BO,TRADE,b,7112,12.45,NASDAQ,64008,170688,-106680,88544.4,1146602,1615972,1825598,1818865,9456413.38,10139780.730000002
11:52:18.000,BO,TRADE,b,7112,12.45,NASDAQ,71120,170688,-99568,88544.4,1153714,1615972,1832710,1818865,9544957.780000001,10139780.730000002
11:52:55.000,BO,TRADE,b,4267,12.45,NASDAQ,75387,170688,-95301,53124.149999999994,1157981,1615972,1836977,1818865,9598081.930000002,10139780.730000002
11:53:33.000,BO,TRADE,b,2844,12.45,NASDAQ,78231,170688,-92457,35407.799999999996,1160825,1615972,1839821,1818865,9633489.730000002,10139780.730000002
11:53:59.000,BO,TRADE,b,4267,12.45,NASDAQ,82498,170688,-88190,53124.149999999994,1165092,1615972,1844088,1818865,9686613.880000003,10139780.730000002
11:54:08.000,BO,TRADE,b,2844,12.45,NASDAQ,85342,170688,-85346,35407.799999999996,1167936,1615972,1846932,1818865,9722021.680000003,10139780.730000002
11:54:34.000,BO,TRADE,b,3556,12.45,NASDAQ,88898,170688,-81790,44272.2,1171492,1615972,1850488,1818865,9766293.880000003,10139780.730000002
11:55:03.000,BO,TRADE,b,14224,12.47,NASDAQ,103122,170688,-67566,177373.28,1185716,1615972,1864712,1818865,9943667.160000002,10139780.730000002
11:55:52.000,BO,TRADE,b,21336,12.47,NASDAQ,124458,170688,-46230,266059.92000000004,1207052,1615972,1886048,1818865,10209727.080000002,10139780.730000002
11:55:56.000,BO,TRADE,b,17780,12.48,NASDAQ,142238,170688,-28450,221894.4,1224832,1615972,1903828,1818865,10431621.480000002,10139780.730000002
11:56:37.000,BO,TRADE,b,7112,12.48,NASDAQ,149350,170688,-21338,88757.76000000001,1231944,1615972,1910940,1818865,10520379.240000002,10139780.730000002
11:57:11.000,BO,TRADE,b,21336,12.47,NASDAQ,170686,170688,-2,266059.92000000004,1253280,1615972,1932276,1818865,10786439.160000002,10139780.730000002
11:57:38.000,BO,TRADE,b,21336,12.47,NASDAQ,192022,170688,21334,266059.92000000004,1274616,1615972,1953612,1818865,11052499.080000002,10139780.730000002
11:58:14.000,BO,TRADE,b,49786,12.47,NYSE,241808,170688,71120,620831.42,728782,202893,2003398,1818865,11673330.500000002,10139780.730000002
11:58:26.000,BO,TRADE,b,21336,12.47,NYSE,263144,170688,92456,266059.92000000004,750118,202893,2024734,1818865,11939390.420000002,10139780.730000002
11:59:19.000,BO,TRADE,b,14224,12.47,NYSE,277368,170688,106680,177373.28,764342,202893,2038958,1818865,12116763.700000001,10139780.730000002
12:00:04.000,BO,TRADE,b,78235,12.47,NYSE,355603,170688,184915,975590.4500000001,842577,202893,2117193,1818865,13092354.15,10139780.730000002
12:00:47.000,BO,TRADE,t,7112,12.47,NASDAQ,355603,177800,177803,88686.64,1274616,1623084,2117193,1825977,13092354.15,10228467.370000003
12:01:04.000,BO,TRADE,b,149358,12.47,NASDAQ,504961,177800,327161,1862494.26,1423974,1623084,2266551,1825977,14954848.41,10228467.370000003
12:01:16.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,192024,312937,177373.28,1423974,1637308,2266551,1840201,14954848.41,10405840.650000002
12:01:56.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,199136,305825,88686.64,1423974,1644420,2266551,1847313,14954848.41,10494527.290000003
12:02:54.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,206248,298713,88686.64,1423974,1651532,2266551,1854425,14954848.41,10583213.930000003
12:03:49.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,220472,284489,177373.28,1423974,1665756,2266551,1868649,14954848.41,10760587.210000003
12:04:23.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,227584,277377,88686.64,1423974,1672868,2266551,1875761,14954848.41,10849273.850000003
12:05:18.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,241808,263153,177373.28,1423974,1687092,2266551,1889985,14954848.41,11026647.130000003
12:06:12.000,BO,TRADE,t,21336,12.47,NASDAQ,504961,263144,241817,266059.92000000004,1423974,1708428,2266551,1911321,14954848.41,11292707.050000003
12:06:17.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,270256,234705,88686.64,1423974,1715540,2266551,1918433,14954848.41,11381393.690000003
12:06:59.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,277368,227593,88686.64,1423974,1722652,2266551,1925545,14954848.41,11470080.330000004
12:07:39.000,BO,TRADE,t,21336,12.47,NASDAQ,504961,298704,206257,266059.92000000004,1423974,1743988,2266551,1946881,14954848.41,11736140.250000004
12:08:35.000,BO,TRADE,t,28449,12.47,NASDAQ,504961,327153,177808,354759.03,1423974,1772437,2266551,1975330,14954848.41,12090899.280000003
12:08:54.000,BO,TRADE,t,7112,12.47,NASDAQ,504961,334265,170696,88686.64,1423974,1779549,2266551,1982442,14954848.41,12179585.920000004
12:09:26.000,BO,TRADE,t,14224,12.47,NASDAQ,504961,348489,156472,177373.28,1423974,1793773,2266551,1996666,14954848.41,12356959.200000003
12:10:24.000,BO,TRADE,t,56898,12.47,NASDAQ,504961,405387,99574,709518.06,1423974,1850671,2266551,2053564,14954848.41,13066477.260000004
12:10:46.000,BO,TRADE,b,7112,12.47,NASDAQ,512073,405387,106686,88686.64,1431086,1850671,2273663,2053564,15043535.05,13066477.260000004
12:10:52.000,BO,TRADE,b,7112,12.47,NASDAQ,519185,405387,113798,88686.64,1438198,1850671,2280775,2053564,15132221.690000001,13066477.260000004
12:10:54.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,412499,106686,88686.64,1438198,1857783,2280775,2060676,15132221.690000001,13155163.900000004
12:11:26.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,419611,99574,88686.64,1438198,1864895,2280775,2067788,15132221.690000001,13243850.540000005
12:11:49.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,426723,92462,88686.64,1438198,1872007,2280775,2074900,15132221.690000001,13332537.180000005
12:12:11.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,433835,85350,88686.64,1438198,1879119,2280775,2082012,15132221.690000001,13421223.820000006
12:12:36.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,440947,78238,88686.64,1438198,1886231,2280775,2089124,15132221.690000001,13509910.460000006
12:13:31.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,448059,71126,88686.64,1438198,1893343,2280775,2096236,15132221.690000001,13598597.100000007
12:13:49.000,BO,TRADE,t,7112,12.47,NASDAQ,519185,455171,64014,88686.64,1438198,1900455,2280775,2103348,15132221.690000001,13687283.740000008
12:14:13.000,DEQ,TRADE,t,7112,16.49,NYSE,0,7112,-7112,117276.87999999999,842577,210005,2280775,2110460,15132221.690000001,13804560.620000008
12:15:05.000,DEQ,TRADE,b,7112,16.49,NASDAQ,7112,7112,0,117276.87999999999,1445310,1900455,2287887,2110460,15249498.570000002,13804560.620000008
12:15:50.000,DEQ,TRADE,t,7112,16.49,NASDAQ,7112,14224,-7112,117276.87999999999,1445310,1907567,2287887,2117572,15249498.570000002,13921837.50000001
12:16:32.000,DEQ,TRADE,b,7112,16.49,NASDAQ,14224,14224,0,117276.87999999999,1452422,1907567,2294999,2117572,15366775.450000003,13921837.50000001
12:16:45.000,BO,TRADE,s,711,12.47,NASDAQ,519185,455882,63303,8866.17,1452422,1908278,2294999,2118283,15366775.450000003,13930703.67000001
12:17:23.000,BO,TRADE,t,711,12.47,NASDAQ,519185,456593,62592,8866.17,1452422,1908989,2294999,2118994,15366775.450000003,13939569.84000001
12:17:48.000,BO,TRADE,s,9388,12.47,NASDAQ,519185,465981,53204,117068.36,1452422,1918377,2294999,2128382,15366775.450000003,14056638.200000009
12:18:46.000,BO,TRADE,s,9814,12.47,NYSE,519185,475795,43390,122380.58,842577,219819,2294999,2138196,15366775.450000003,14179018.780000009
12:19:31.000,BO,TRADE,t,14224,12.47,NASDAQ,519185,490019,29166,177373.28,1452422,1932601,2294999,2152420,15366775.450000003,14356392.060000008
12:19:48.000,BO,TRADE,s,4196,12.47,NYSE,519185,494215,24970,52324.12,842577,224015,2294999,2156616,15366775.450000003,14408716.180000007
12:20:03.000,BO,TRADE,s,7325,12.47,NYSE,519185,501540,17645,91342.75,842577,231340,2294999,2163941,15366775.450000003,14500058.930000007
12:21:02.000,BO,TRADE,s,7112,12.47,NYSE,519185,508652,10533,88686.64,842577,238452,2294999,2171053,15366775.450000003,14588745.570000008
12:21:15.000,BO,TRADE,t,4125,12.47,NASDAQ,519185,512777,6408,51438.75,1452422,1936726,2294999,2175178,15366775.450000003,14640184.320000008
12:21:31.000,BO,TRADE,t,2275,12.47,NASDAQ,519185,515052,4133,28369.25,1452422,1939001,2294999,2177453,15366775.450000003,14668553.570000008
12:22:26.000,BO,TRADE,t,4125,12.47,NYSE,519185,519177,8,51438.75,842577,242577,2294999,2181578,15366775.450000003,14719992.320000008
12:23:22.000,BO,TRADE,t,7112,12.47,NYSE,519185,526289,-7104,88686.64,842577,249689,2294999,2188690,15366775.450000003,14808678.960000008
12:23:32.000,BO,TRADE,b,7112,12.46,NASDAQ,526297,526289,8,88615.52,1459534,1939001,2302111,2188690,15455390.970000003,14808678.960000008
12:24:21.000,LMA,TRADE,b,7112,6.33,NASDAQ,864123,857009,7114,45018.96,1466646,1939001,2309223,2188690,15500409.930000003,14808678.960000008
12:24:56.000,LMA,TRADE,t,7112,6.33,NASDAQ,864123,864121,2,45018.96,1466646,1946113,2309223,2195802,15500409.930000003,14853697.92000001
12:25:35.000,LMA,TRADE,b,7112,6.33,NASDAQ,871235,864121,7114,45018.96,1473758,1946113,2316335,2195802,15545428.890000004,14853697.92000001
12:26:14.000,LMA,TRADE,b,7112,10.88,NYSE,878347,864121,14226,77378.56000000001,849689,249689,2323447,2195802,15622807.450000005,14853697.92000001
12:26:42.000,LMA,TRADE,b,7112,10.88,NASDAQ,885459,864121,21338,77378.56000000001,1480870,1946113,2330559,2195802,15700186.010000005,14853697.92000001
12:27:40.000,LMA,TRADE,t,7112,10.89,NASDAQ,885459,871233,14226,77449.68000000001,1480870,1953225,2330559,2202914,15700186.010000005,14931147.600000009
12:28:13.000,LMA,TRADE,t,7112,10.89,NASDAQ,885459,878345,7114,77449.68000000001,1480870,1960337,2330559,2210026,15700186.010000005,15008597.280000009
12:28:47.000,LMA,TRADE,t,7112,6.33,NASDAQ,885459,885457,2,45018.96,1480870,1967449,2330559,2217138,15700186.010000005,15053616.24000001
12:28:56.000,LMA,TRADE,t,7112,10.90,NASDAQ,885459,892569,-7110,77520.8,1480870,1974561,2330559,2224250,15700186.010000005,15131137.04000001
12:29:20.000,LMA,TRADE,t,14224,10.90,NYSE,885459,906793,-21334,155041.6,849689,263913,2330559,2238474,15700186.010000005,15286178.64000001
12:29:38.000,LMA,TRADE,t,7112,10.90,NYSE,885459,913905,-28446,77520.8,849689,271025,2330559,2245586,15700186.010000005,15363699.44000001
12:30:06.000,LMA,TRADE,t,7112,10.90,NASDAQ,885459,921017,-35558,77520.8,1480870,1981673,2330559,2252698,15700186.010000005,15441220.240000011
12:30:15.000,LMA,TRADE,t,14224,10.90,NYSE,885459,935241,-49782,155041.6,849689,285249,2330559,2266922,15700186.010000005,15596261.840000011
12:30:43.000,LMA,TRADE,t,7112,10.89,NASDAQ,885459,942353,-56894,77449.68000000001,1480870,1988785,2330559,2274034,15700186.010000005,15673711.52000001
12:31:16.000,LMA,TRADE,b,7112,10.89,NASDAQ,892571,942353,-49782,77449.68000000001,1487982,1988785,2337671,2274034,15777635.690000005,15673711.52000001
12:31:59.000,LMA,TRADE,t,7112,10.89,NASDAQ,892571,949465,-56894,77449.68000000001,1487982,1995897,2337671,2281146,15777635.690000005,15751161.20000001
12:32:07.000,LMA,TRADE,b,14224,10.89,NASDAQ,906795,949465,-42670,154899.36000000002,1502206,1995897,2351895,2281146,15932535.050000004,15751161.20000001
12:32:35.000,LMA,TRADE,b,7112,10.89,NASDAQ,913907,949465,-35558,77449.68000000001,1509318,1995897,2359007,2281146,16009984.730000004,15751161.20000001
12:33:29.000,LMA,TRADE,b,14224,10.89,NASDAQ,928131,949465,-21334,154899.36000000002,1523542,1995897,2373231,2281146,16164884.090000004,15751161.20000001
12:33:41.000,LMA,TRADE,b,7112,10.89,NASDAQ,935243,949465,-14222,77449.68000000001,1530654,1995897,2380343,2281146,16242333.770000003,15751161.20000001
12:34:01.000,LMA,TRADE,b,7112,10.89,NASDAQ,942355,949465,-7110,77449.68000000001,1537766,1995897,2387455,2281146,16319783.450000003,15751161.20000001
12:34:08.000,LMA,TRADE,b,7112,10.89,NASDAQ,949467,949465,2,77449.68000000001,1544878,1995897,2394567,2281146,16397233.130000003,15751161.20000001
